quorumCheckOnRead,ongaroLeaseEnabled,leaseGuardEnabled,deferCommitEnabled,inheritLeaseEnabled,size,electionTimeoutMilliseconds,delta,reads,writes,operationType,opsPerSec,p50latencyNanos,p90latencyNanos,p95latencyNanos
False,False,False,False,False,1024,500,500,75000,0,read,4999.81,58485.0,62436.0,64205.0
False,False,False,False,False,1024,500,500,75000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,75000,0,read,4999.82,61809.0,67321.0,68363.0
False,False,False,False,False,1024,500,500,75000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,56250,18750,read,3515.46,67539.0,112518.0,115994.0
False,False,False,False,False,1024,500,500,56250,18750,write,1171.84,4063936.0,5316416.0,5469686.0
False,False,False,False,False,1024,500,500,56250,18750,read,3515.44,64718.0,100589.0,105865.0
False,False,False,False,False,1024,500,500,56250,18750,write,1171.83,4029055.0,5312197.0,5461757.0
False,False,False,False,False,1024,500,500,37500,37500,read,2343.61,91350.0,107740.0,117537.0
False,False,False,False,False,1024,500,500,37500,37500,write,2343.67,4470872.0,5341188.0,5502854.0
False,False,False,False,False,1024,500,500,37500,37500,read,2343.38,71207.0,117103.0,124752.0
False,False,False,False,False,1024,500,500,37500,37500,write,2343.38,4466101.0,5310690.0,5473377.0
False,False,False,False,False,1024,500,500,18750,56250,read,1171.78,80678.0,105915.0,123804.0
False,False,False,False,False,1024,500,500,18750,56250,write,3515.51,4556572.0,5463683.0,5624500.0
False,False,False,False,False,1024,500,500,18750,56250,read,1171.77,93999.0,111430.0,132301.0
False,False,False,False,False,1024,500,500,18750,56250,write,3515.51,4552433.0,5433609.0,5605003.0
False,False,False,False,False,1024,500,500,150000,0,read,9999.7,62003.0,69004.0,73436.0
False,False,False,False,False,1024,500,500,150000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,150000,0,read,9998.31,65690.0,78364.0,100591.0
False,False,False,False,False,1024,500,500,150000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,112500,37500,read,7030.97,66372.0,104659.0,120788.0
False,False,False,False,False,1024,500,500,112500,37500,write,2343.68,4475313.0,5368818.0,5534123.0
False,False,False,False,False,1024,500,500,112500,37500,read,4360.81,73327.0,112446.0,123735.0
False,False,False,False,False,1024,500,500,112500,37500,write,1452.93,4483560.0,5340783.0,5506402.0
False,False,False,False,False,1024,500,500,75000,75000,read,4687.26,92646.0,116556.0,147260.0
False,False,False,False,False,1024,500,500,75000,75000,write,4687.33,4691161.0,5614377.0,5796117.0
False,False,False,False,False,1024,500,500,75000,75000,read,4687.26,74561.0,122409.0,151832.0
False,False,False,False,False,1024,500,500,75000,75000,write,4687.33,4678215.0,5563544.0,5751199.0
False,False,False,False,False,1024,500,500,37500,112500,read,1572.33,96072.0,158595.0,197815.0
False,False,False,False,False,1024,500,500,37500,112500,write,4715.41,4931074.0,5840771.0,6032316.0
False,False,False,False,False,1024,500,500,37500,112500,read,2343.61,91420.0,120437.0,178768.0
False,False,False,False,False,1024,500,500,37500,112500,write,7031.0,4904698.0,5860322.0,6044041.0
False,False,False,False,False,1024,500,500,225000,0,read,14999.7,58104.0,67169.0,73476.0
False,False,False,False,False,1024,500,500,225000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,225000,0,read,14999.8,81211.0,113946.0,129400.0
False,False,False,False,False,1024,500,500,225000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,168750,56250,read,10546.2,83434.0,131645.0,146163.0
False,False,False,False,False,1024,500,500,168750,56250,write,3515.43,4598336.0,5497854.0,5661798.0
False,False,False,False,False,1024,500,500,168750,56250,read,10546.6,74415.0,124010.0,141724.0
False,False,False,False,False,1024,500,500,168750,56250,write,3515.56,4583936.0,5477480.0,5638471.0
False,False,False,False,False,1024,500,500,112500,112500,read,7030.95,96401.0,152439.0,214651.0
False,False,False,False,False,1024,500,500,112500,112500,write,7031.01,4948599.0,5879040.0,6069280.0
False,False,False,False,False,1024,500,500,112500,112500,read,7030.96,95457.0,154762.0,224974.0
False,False,False,False,False,1024,500,500,112500,112500,write,7031.02,4959382.0,5896628.0,6089707.0
False,False,False,False,False,1024,500,500,56250,168750,read,3515.5,97552.0,242233.0,379922.0
False,False,False,False,False,1024,500,500,56250,168750,write,10546.6,5292609.0,6251568.0,6481495.0
False,False,False,False,False,1024,500,500,56250,168750,read,3515.47,93008.0,220707.0,347391.0
False,False,False,False,False,1024,500,500,56250,168750,write,10546.5,5283894.0,6253351.0,6488305.0
False,False,False,False,False,1024,500,500,300000,0,read,19999.5,69449.0,115713.0,135729.0
False,False,False,False,False,1024,500,500,300000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,300000,0,read,19999.5,67365.0,109709.0,116911.0
False,False,False,False,False,1024,500,500,300000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,225000,75000,read,14062.1,99129.0,154273.0,184917.0
False,False,False,False,False,1024,500,500,225000,75000,write,4687.35,4725454.0,5629667.0,5812057.0
False,False,False,False,False,1024,500,500,225000,75000,read,14062.1,107154.0,157587.0,199150.0
False,False,False,False,False,1024,500,500,225000,75000,write,4687.35,4719055.0,5635820.0,5819681.0
False,False,False,False,False,1024,500,500,150000,150000,read,9374.59,97346.0,251137.0,380207.0
False,False,False,False,False,1024,500,500,150000,150000,write,9374.59,5231465.0,6172373.0,6384757.0
False,False,False,False,False,1024,500,500,150000,150000,read,9374.57,103948.0,244626.0,369597.0
False,False,False,False,False,1024,500,500,150000,150000,write,9374.63,5184502.0,6120586.0,6334853.0
False,False,False,False,False,1024,500,500,75000,225000,read,4687.3,99789.0,549533.0,770665.0
False,False,False,False,False,1024,500,500,75000,225000,write,14062.0,5845969.0,6829561.0,7145321.0
False,False,False,False,False,1024,500,500,75000,225000,read,4309.14,109380.0,588826.0,823570.0
False,False,False,False,False,1024,500,500,75000,225000,write,12921.8,5861738.0,6814846.0,7138189.0
False,False,False,False,False,1024,500,500,375000,0,read,15793.8,83267.0,121161.0,134306.0
False,False,False,False,False,1024,500,500,375000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,375000,0,read,24999.3,99939.0,129058.0,139875.0
False,False,False,False,False,1024,500,500,375000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,281250,93750,read,15447.6,119931.0,187806.0,259860.0
False,False,False,False,False,1024,500,500,281250,93750,write,5147.22,4877230.0,5787261.0,5977931.0
False,False,False,False,False,1024,500,500,281250,93750,read,17577.7,110681.0,174481.0,236175.0
False,False,False,False,False,1024,500,500,281250,93750,write,5859.18,4872380.0,5779098.0,5965122.0
False,False,False,False,False,1024,500,500,187500,187500,read,11718.2,113857.0,447100.0,623979.0
False,False,False,False,False,1024,500,500,187500,187500,write,11718.2,5551545.0,6464582.0,6709096.0
False,False,False,False,False,1024,500,500,187500,187500,read,11718.1,120640.0,430250.0,602989.0
False,False,False,False,False,1024,500,500,187500,187500,write,11718.2,5537186.0,6460625.0,6698278.0
False,False,False,False,False,1024,500,500,93750,281250,read,5858.99,154092.0,1028147.0,1329608.0
False,False,False,False,False,1024,500,500,93750,281250,write,17577.3,6463145.0,7480841.0,8152045.0
False,False,False,False,False,1024,500,500,93750,281250,read,5859.01,142246.0,1035557.0,1332647.0
False,False,False,False,False,1024,500,500,93750,281250,write,17577.3,6464313.0,7502750.0,8103217.0
False,False,False,False,False,1024,500,500,450000,0,read,29999.5,95430.0,125486.0,140183.0
False,False,False,False,False,1024,500,500,450000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,450000,0,read,29999.5,90295.0,130425.0,141744.0
False,False,False,False,False,1024,500,500,450000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,337500,112500,read,21093.1,129593.0,249552.0,365212.0
False,False,False,False,False,1024,500,500,337500,112500,write,7031.04,5039428.0,5952649.0,6149403.0
False,False,False,False,False,1024,500,500,337500,112500,read,14249.0,131260.0,250146.0,360688.0
False,False,False,False,False,1024,500,500,337500,112500,write,4747.68,5041891.0,5955050.0,6151164.0
False,False,False,False,False,1024,500,500,225000,225000,read,14061.9,146086.0,683548.0,899766.0
False,False,False,False,False,1024,500,500,225000,225000,write,14062.0,5939984.0,6901029.0,7221219.0
False,False,False,False,False,1024,500,500,225000,225000,read,14062.0,138731.0,621288.0,827461.0
False,False,False,False,False,1024,500,500,225000,225000,write,14062.0,5854650.0,6800745.0,7142533.0
False,False,False,False,False,1024,500,500,112500,337500,read,7030.79,298621.0,1440721.0,1759523.0
False,False,False,False,False,1024,500,500,112500,337500,write,21092.7,7046122.0,8217556.0,10287424.0
False,False,False,False,False,1024,500,500,112500,337500,read,7030.87,386953.0,1578110.0,1907989.0
False,False,False,False,False,1024,500,500,112500,337500,write,21092.7,7199856.0,8527940.0,10712639.0
False,False,False,False,False,1024,500,500,525000,0,read,34999.7,102584.0,139217.0,153091.0
False,False,False,False,False,1024,500,500,525000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,525000,0,read,34999.6,118740.0,149518.0,154700.0
False,False,False,False,False,1024,500,500,525000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,393750,131250,read,24608.5,134801.0,311647.0,442678.0
False,False,False,False,False,1024,500,500,393750,131250,write,8202.9,5148039.0,6073728.0,6274696.0
False,False,False,False,False,1024,500,500,393750,131250,read,24608.5,143297.0,319928.0,449371.0
False,False,False,False,False,1024,500,500,393750,131250,write,8202.88,5168632.0,6076453.0,6279998.0
False,False,False,False,False,1024,500,500,262500,262500,read,16405.6,179132.0,908509.0,1117617.0
False,False,False,False,False,1024,500,500,262500,262500,write,16405.7,6264459.0,7246828.0,7704264.0
False,False,False,False,False,1024,500,500,262500,262500,read,16405.6,178408.0,935097.0,1129120.0
False,False,False,False,False,1024,500,500,262500,262500,write,16405.6,6301830.0,7255556.0,7724721.0
False,False,False,False,False,1024,500,500,131250,393750,read,5547.08,806854.0,2227472.0,2842662.0
False,False,False,False,False,1024,500,500,131250,393750,write,16634.2,8226152.0,11052562.0,14113430.0
False,False,False,False,False,1024,500,500,131250,393750,read,8202.57,817974.0,2206621.0,2649967.0
False,False,False,False,False,1024,500,500,131250,393750,write,24607.8,8198371.0,10513929.0,13732049.0
False,False,False,False,False,1024,500,500,600000,0,read,39999.1,116587.0,152329.0,159768.0
False,False,False,False,False,1024,500,500,600000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,600000,0,read,39998.8,112534.0,146444.0,155111.0
False,False,False,False,False,1024,500,500,600000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,450000,150000,read,28124.0,152465.0,392009.0,539047.0
False,False,False,False,False,1024,500,500,450000,150000,write,9374.62,5309078.0,6221705.0,6445071.0
False,False,False,False,False,1024,500,500,450000,150000,read,18829.4,156998.0,431115.0,574683.0
False,False,False,False,False,1024,500,500,450000,150000,write,6274.07,5353425.0,6262822.0,6479908.0
False,False,False,False,False,1024,500,500,300000,300000,read,18748.9,245396.0,1102011.0,1324024.0
False,False,False,False,False,1024,500,500,300000,300000,write,18748.9,6672385.0,7724147.0,8774432.0
False,False,False,False,False,1024,500,500,300000,300000,read,18748.9,316172.0,1300020.0,1547950.0
False,False,False,False,False,1024,500,500,300000,300000,write,18749.0,6871960.0,8040371.0,9214968.0
False,False,False,False,False,1024,500,500,150000,450000,read,9374.03,2629065.0,6946156.0,8231516.0
False,False,False,False,False,1024,500,500,150000,450000,write,28122.5,12277452.0,17201341.0,18554328.0
False,False,False,False,False,1024,500,500,150000,450000,read,8853.4,2006226.0,5451004.0,6833427.0
False,False,False,False,False,1024,500,500,150000,450000,write,26540.0,10893136.0,15979109.0,17364494.0
False,False,False,False,False,1024,500,500,675000,0,read,44999.3,115265.0,151383.0,159964.0
False,False,False,False,False,1024,500,500,675000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,675000,0,read,44999.0,114396.0,145704.0,152566.0
False,False,False,False,False,1024,500,500,675000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,506250,168750,read,31639.9,159322.0,509504.0,670570.0
False,False,False,False,False,1024,500,500,506250,168750,write,10546.6,5453344.0,6357582.0,6606728.0
False,False,False,False,False,1024,500,500,506250,168750,read,31639.9,160773.0,474029.0,619565.0
False,False,False,False,False,1024,500,500,506250,168750,write,10546.5,5470669.0,6379613.0,6604328.0
False,False,False,False,False,1024,500,500,337500,337500,read,21092.5,406910.0,1447903.0,1723659.0
False,False,False,False,False,1024,500,500,337500,337500,write,21092.5,7223627.0,8633144.0,10896509.0
False,False,False,False,False,1024,500,500,337500,337500,read,21092.5,369389.0,1384338.0,1659273.0
False,False,False,False,False,1024,500,500,337500,337500,write,21092.6,7185812.0,8654485.0,10525685.0
False,False,False,False,False,1024,500,500,168750,506250,read,10536.1,5476534.0,20187354.0,42533882.0
False,False,False,False,False,1024,500,500,168750,506250,write,31608.6,17112755.0,34059024.0,56502751.0
False,False,False,False,False,1024,500,500,168750,506250,read,4783.94,38604857.0,644134411.0,854781254.0
False,False,False,False,False,1024,500,500,168750,506250,write,14269.2,51700055.0,637158405.0,847651353.0
False,False,False,False,False,1024,500,500,750000,0,read,49998.4,126942.0,164387.0,172057.0
False,False,False,False,False,1024,500,500,750000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,750000,0,read,49998.7,116701.0,153712.0,166161.0
False,False,False,False,False,1024,500,500,750000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,562500,187500,read,35155.6,171382.0,582861.0,731292.0
False,False,False,False,False,1024,500,500,562500,187500,write,11718.3,5653723.0,6593277.0,6856638.0
False,False,False,False,False,1024,500,500,562500,187500,read,35155.5,177982.0,587543.0,734312.0
False,False,False,False,False,1024,500,500,562500,187500,write,11718.2,5668076.0,6593849.0,6854710.0
False,False,False,False,False,1024,500,500,375000,375000,read,23435.6,579785.0,1777626.0,2100968.0
False,False,False,False,False,1024,500,500,375000,375000,write,23435.8,7772472.0,9505699.0,12206853.0
False,False,False,False,False,1024,500,500,375000,375000,read,23435.7,608165.0,1834225.0,2181997.0
False,False,False,False,False,1024,500,500,375000,375000,write,23435.8,7827389.0,9695341.0,12730391.0
False,False,False,False,False,1024,500,500,187500,562500,read,6666.54,933928945.0,4576703773.0,5456388437.0
False,False,False,False,False,1024,500,500,187500,562500,write,19961.4,954788645.0,4577470876.0,5441082262.0
False,False,False,False,False,1024,500,500,187500,562500,read,6450.77,914737481.0,4313505444.0,4979694642.0
False,False,False,False,False,1024,500,500,187500,562500,write,18362.0,1061763504.0,4365630682.0,5023476639.0
False,False,False,False,False,1024,500,500,618750,206250,read,25868.7,195204.0,626279.0,772737.0
False,False,False,False,False,1024,500,500,618750,206250,write,8619.3,5722116.0,6628841.0,6901973.0
False,False,False,False,False,1024,500,500,618750,206250,read,38670.7,194776.0,691042.0,864478.0
False,False,False,False,False,1024,500,500,618750,206250,write,12890.1,5834518.0,6811105.0,7163108.0
False,False,False,False,False,1024,500,500,412500,412500,read,25779.5,1038531.0,2620674.0,3553813.0
False,False,False,False,False,1024,500,500,412500,412500,write,25779.5,8899199.0,12296405.0,14891566.0
False,False,False,False,False,1024,500,500,412500,412500,read,14573.2,1164837.0,2966511.0,4317607.0
False,False,False,False,False,1024,500,500,412500,412500,write,14561.0,9126152.0,13168974.0,15467904.0
False,False,False,False,False,1024,500,500,206250,618750,read,3635.09,1261020614.0,3640942259.0,4057181532.0
False,False,False,False,False,1024,500,500,206250,618750,write,10862.7,1260392836.0,3632013867.0,4031850241.0
False,False,False,False,False,1024,500,500,206250,618750,read,5840.32,2403282725.0,7679319682.0,9231586697.0
False,False,False,False,False,1024,500,500,206250,618750,write,17514.3,2408254847.0,7727525962.0,9247754311.0
False,False,False,False,False,1024,500,500,900000,0,read,36849.6,127973.0,172037.0,180622.0
False,False,False,False,False,1024,500,500,900000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,900000,0,read,59998.1,124949.0,167539.0,175792.0
False,False,False,False,False,1024,500,500,900000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,675000,225000,read,42185.9,222705.0,751592.0,916925.0
False,False,False,False,False,1024,500,500,675000,225000,write,14062.0,5934106.0,6895785.0,7229114.0
False,False,False,False,False,1024,500,500,675000,225000,read,42185.9,219781.0,737928.0,898809.0
False,False,False,False,False,1024,500,500,675000,225000,write,14062.0,5949065.0,6927094.0,7283776.0
False,False,False,False,False,1024,500,500,450000,450000,read,18557.0,2156606.0,5694344.0,7074814.0
False,False,False,False,False,1024,500,500,450000,450000,write,18542.8,10996638.0,16195242.0,17546415.0
False,False,False,False,False,1024,500,500,450000,450000,read,28122.6,1690649.0,4403044.0,5976289.0
False,False,False,False,False,1024,500,500,450000,450000,write,28122.6,10244504.0,15318444.0,16921588.0
False,False,False,False,False,1024,500,500,225000,675000,read,6126.51,2712060691.0,8024448571.0,9492597742.0
False,False,False,False,False,1024,500,500,225000,675000,write,18358.7,2724914860.0,8042591550.0,8767219417.0
False,False,False,False,False,1024,500,500,225000,675000,read,4037.49,1533653620.0,4365970344.0,4948497832.0
False,False,False,False,False,1024,500,500,225000,675000,write,12073.5,1537693566.0,4338029259.0,4932336238.0
False,False,False,False,False,1024,500,500,975000,0,read,65000.1,130197.0,172110.0,183171.0
False,False,False,False,False,1024,500,500,975000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,975000,0,read,65001.0,123465.0,168338.0,176456.0
False,False,False,False,False,1024,500,500,975000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,731250,243750,read,45702.5,278115.0,887760.0,1065981.0
False,False,False,False,False,1024,500,500,731250,243750,write,15233.7,6182774.0,7248343.0,7664036.0
False,False,False,False,False,1024,500,500,731250,243750,read,30484.7,294767.0,914321.0,1103436.0
False,False,False,False,False,1024,500,500,731250,243750,write,10156.6,6244426.0,7341808.0,7786767.0
False,False,False,False,False,1024,500,500,487500,487500,read,11794.1,394382996.0,2106119270.0,2451176010.0
False,False,False,False,False,1024,500,500,487500,487500,write,11748.8,403025025.0,2092029903.0,2445422123.0
False,False,False,False,False,1024,500,500,487500,487500,read,24002.3,61043851.0,2754746284.0,3467329333.0
False,False,False,False,False,1024,500,500,487500,487500,write,23974.8,71697835.0,2756152916.0,3469857516.0
False,False,False,False,False,1024,500,500,243750,731250,read,5511.29,2754978716.0,8614595005.0,9716048322.0
False,False,False,False,False,1024,500,500,243750,731250,write,16522.8,2768430494.0,8647781867.0,9732735755.0
False,False,False,False,False,1024,500,500,243750,731250,read,5799.48,3206700978.0,8667282244.0,9557804921.0
False,False,False,False,False,1024,500,500,243750,731250,write,17356.8,3206166483.0,8641483778.0,9526098377.0
False,False,False,False,False,1024,500,500,1050000,0,read,70001.4,129987.0,177312.0,191336.0
False,False,False,False,False,1024,500,500,1050000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,1050000,0,read,70001.4,126202.0,172103.0,182786.0
False,False,False,False,False,1024,500,500,1050000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,787500,262500,read,49217.9,383369.0,1115256.0,1323548.0
False,False,False,False,False,1024,500,500,787500,262500,write,16405.7,6600020.0,7864459.0,8389254.0
False,False,False,False,False,1024,500,500,787500,262500,read,25151.4,397004.0,1151712.0,1360877.0
False,False,False,False,False,1024,500,500,787500,262500,write,8376.64,6591641.0,7829434.0,8295678.0
False,False,False,False,False,1024,500,500,525000,525000,read,17572.2,2040839157.0,6618955213.0,8014119247.0
False,False,False,False,False,1024,500,500,525000,525000,write,17561.4,2055984339.0,6627203672.0,8028087975.0
False,False,False,False,False,1024,500,500,525000,525000,read,12329.8,966638610.0,3660964879.0,4201439407.0
False,False,False,False,False,1024,500,500,525000,525000,write,12328.4,988748677.0,3683541532.0,4218476714.0
False,False,False,False,False,1024,500,500,262500,787500,read,5730.58,3553597003.0,9030340562.0,10803150577.0
False,False,False,False,False,1024,500,500,262500,787500,write,17182.0,3558621441.0,9031529538.0,10804250144.0
False,False,False,False,False,1024,500,500,262500,787500,read,5936.31,3276143994.0,8957151786.0,10643702635.0
False,False,False,False,False,1024,500,500,262500,787500,write,17759.6,3284833021.0,8889692696.0,10650108832.0
False,False,False,False,False,1024,500,500,1125000,0,read,74999.6,129080.0,175128.0,186593.0
False,False,False,False,False,1024,500,500,1125000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,1125000,0,read,74999.4,134076.0,182862.0,195034.0
False,False,False,False,False,1024,500,500,1125000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,843750,281250,read,52733.5,516336.0,1337359.0,1559733.0
False,False,False,False,False,1024,500,500,843750,281250,write,17577.3,6962675.0,8320198.0,9042323.0
False,False,False,False,False,1024,500,500,843750,281250,read,28522.6,587235.0,1483410.0,1710140.0
False,False,False,False,False,1024,500,500,843750,281250,write,9498.92,7171669.0,8529413.0,9324030.0
False,False,False,False,False,1024,500,500,562500,562500,read,15293.0,2326662194.0,7564602869.0,8544275477.0
False,False,False,False,False,1024,500,500,562500,562500,write,15285.0,2341313515.0,7569972185.0,8550747356.0
False,False,False,False,False,1024,500,500,562500,562500,read,10078.3,1537084466.0,4817056770.0,5338923531.0
False,False,False,False,False,1024,500,500,562500,562500,write,10060.0,1543886973.0,4822147492.0,5342036408.0
False,False,False,False,False,1024,500,500,281250,843750,read,5115.07,3463488651.0,9562155361.0,10686725927.0
False,False,False,False,False,1024,500,500,281250,843750,write,15318.8,3481094332.0,9573397796.0,10660464465.0
False,False,False,False,False,1024,500,500,281250,843750,read,5274.49,3480672513.0,9685657444.0,11537088741.0
False,False,False,False,False,1024,500,500,281250,843750,write,15769.8,3499201152.0,9677327453.0,10716396690.0
False,False,False,False,False,1024,500,500,1200000,0,read,79997.6,133918.0,181726.0,199343.0
False,False,False,False,False,1024,500,500,1200000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,1200000,0,read,79997.1,136845.0,189760.0,202929.0
False,False,False,False,False,1024,500,500,1200000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,900000,300000,read,49044.5,782349.0,1730349.0,1985968.0
False,False,False,False,False,1024,500,500,900000,300000,write,16336.3,7672305.0,9194860.0,10361968.0
False,False,False,False,False,1024,500,500,900000,300000,read,34674.5,732526.0,1656900.0,1900829.0
False,False,False,False,False,1024,500,500,900000,300000,write,11552.0,7627890.0,9096409.0,10155662.0
False,False,False,False,False,1024,500,500,600000,600000,read,16589.1,2217551560.0,7603631624.0,8616264315.0
False,False,False,False,False,1024,500,500,600000,600000,write,16576.0,2226033401.0,7624260175.0,8619910645.0
False,False,False,False,False,1024,500,500,600000,600000,read,16849.1,2658148120.0,7758654712.0,9322808520.0
False,False,False,False,False,1024,500,500,600000,600000,write,16827.8,2680312001.0,7764716835.0,9330642612.0
False,False,False,False,False,1024,500,500,300000,900000,read,5445.61,3765019672.0,9859893197.0,11676895163.0
False,False,False,False,False,1024,500,500,300000,900000,write,16323.6,3776800536.0,9869063582.0,11680996256.0
False,False,False,False,False,1024,500,500,300000,900000,read,4857.46,3091485278.0,7737358221.0,8476573056.0
False,False,False,False,False,1024,500,500,300000,900000,write,14556.9,3129715690.0,7746758457.0,8489798517.0
True,False,False,False,False,1024,500,500,75000,0,read,4574.89,62630.0,93639.0,97256.0
True,False,False,False,False,1024,500,500,75000,0,write,0.0,0.0,0.0,0.0
True,False,False,False,False,1024,500,500,75000,0,read,4999.82,63359.0,107110.0,109911.0
True,False,False,False,False,1024,500,500,75000,0,write,0.0,0.0,0.0,0.0
True,False,False,False,False,1024,500,500,56250,18750,read,3515.45,65635.0,100744.0,107790.0
True,False,False,False,False,1024,500,500,56250,18750,write,1171.84,4053025.0,5317211.0,5468891.0
True,False,False,False,False,1024,500,500,56250,18750,read,3515.52,69679.0,114756.0,119031.0
True,False,False,False,False,1024,500,500,56250,18750,write,1171.84,4066476.0,5330032.0,5491986.0
True,False,False,False,False,1024,500,500,37500,37500,read,2343.67,4082862.0,5311446.0,5610569.0
True,False,False,False,False,1024,500,500,37500,37500,write,2343.67,4623396.0,5487541.0,5654362.0
True,False,False,False,False,1024,500,500,37500,37500,read,2343.67,4236351.0,5497999.0,5723743.0
True,False,False,False,False,1024,500,500,37500,37500,write,2343.67,4638378.0,5533636.0,5726787.0
True,False,False,False,False,1024,500,500,18750,56250,read,1171.78,94480.0,114654.0,138092.0
True,False,False,False,False,1024,500,500,18750,56250,write,3515.52,4558931.0,5433676.0,5605170.0
True,False,False,False,False,1024,500,500,18750,56250,read,1171.77,88949.0,113437.0,132198.0
True,False,False,False,False,1024,500,500,18750,56250,write,3515.51,4571436.0,5474929.0,5639500.0
True,False,False,False,False,1024,500,500,150000,0,read,9998.9,58591.0,63673.0,65827.0
True,False,False,False,False,1024,500,500,150000,0,write,0.0,0.0,0.0,0.0
True,False,False,False,False,1024,500,500,150000,0,read,9999.78,60831.0,96566.0,100669.0
True,False,False,False,False,1024,500,500,150000,0,write,0.0,0.0,0.0,0.0
True,False,False,False,False,1024,500,500,112500,37500,read,7030.95,64369.0,82130.0,99422.0
True,False,False,False,False,1024,500,500,112500,37500,write,2343.67,4466571.0,5346572.0,5502066.0
True,False,False,False,False,1024,500,500,112500,37500,read,7030.95,67624.0,105104.0,118449.0
True,False,False,False,False,1024,500,500,112500,37500,write,2343.67,4494067.0,5366922.0,5537629.0
True,False,False,False,False,1024,500,500,75000,75000,read,4687.26,93215.0,115478.0,143281.0
True,False,False,False,False,1024,500,500,75000,75000,write,4687.32,4676638.0,5576306.0,5755088.0
True,False,False,False,False,1024,500,500,75000,75000,read,4687.28,90616.0,113457.0,148617.0
True,False,False,False,False,1024,500,500,75000,75000,write,4687.34,4696412.0,5597350.0,5779705.0
True,False,False,False,False,1024,500,500,37500,112500,read,2343.6,93535.0,135721.0,198267.0
True,False,False,False,False,1024,500,500,37500,112500,write,7030.99,4937527.0,5881552.0,6074936.0
True,False,False,False,False,1024,500,500,37500,112500,read,2343.66,91697.0,126363.0,176368.0
True,False,False,False,False,1024,500,500,37500,112500,write,7030.98,4912158.0,5841015.0,6035582.0
True,False,False,False,False,1024,500,500,225000,0,read,14999.7,59238.0,91830.0,104415.0
True,False,False,False,False,1024,500,500,225000,0,write,0.0,0.0,0.0,0.0
True,False,False,False,False,1024,500,500,225000,0,read,14999.7,67340.0,98170.0,102849.0
True,False,False,False,False,1024,500,500,225000,0,write,0.0,0.0,0.0,0.0
True,False,False,False,False,1024,500,500,168750,56250,read,10546.6,86519.0,134766.0,154739.0
True,False,False,False,False,1024,500,500,168750,56250,write,3515.56,4631398.0,5530057.0,5714725.0
True,False,False,False,False,1024,500,500,168750,56250,read,10546.6,87281.0,131633.0,149343.0
True,False,False,False,False,1024,500,500,168750,56250,write,3515.56,4606365.0,5483109.0,5650378.0
True,False,False,False,False,1024,500,500,112500,112500,read,7030.93,95779.0,154138.0,231522.0
True,False,False,False,False,1024,500,500,112500,112500,write,7031.0,4977176.0,5905174.0,6096487.0
True,False,False,False,False,1024,500,500,112500,112500,read,7030.92,94242.0,157682.0,235515.0
True,False,False,False,False,1024,500,500,112500,112500,write,7030.98,4987577.0,5911614.0,6098839.0
True,False,False,False,False,1024,500,500,56250,168750,read,3515.41,99915.0,250033.0,386475.0
True,False,False,False,False,1024,500,500,56250,168750,write,10546.5,5338275.0,6316455.0,6542933.0
True,False,False,False,False,1024,500,500,56250,168750,read,3515.48,105463.0,237349.0,367938.0
